,County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
10783,Suffolk,SUNY College at Farmingdale,2003,12.0,64.0,1.0,0.0,0.0,1.0,0.0,63.0,6.0,55.0,2.0,Non-New York City
10784,Suffolk,SUNY - Stony Brook,2003,12.0,712.0,13.0,0.0,2.0,6.0,5.0,699.0,44.0,641.0,14.0,Non-New York City
10785,Suffolk,Westhampton Beach Vg PD,2003,12.0,77.0,8.0,0.0,0.0,1.0,7.0,69.0,14.0,51.0,4.0,Non-New York City
10786,Sullivan,County Total,2003,11.727994705493051,2106.0,294.0,2.0,32.0,29.0,231.0,1812.0,562.0,1163.0,87.0,Non-New York City
10787,Sullivan,Fallsburg Town PD,2003,12.0,231.0,53.0,0.0,3.0,4.0,46.0,178.0,76.0,98.0,4.0,Non-New York City
10788,Sullivan,Liberty Vg PD,2003,12.0,212.0,19.0,1.0,1.0,1.0,16.0,193.0,32.0,155.0,6.0,Non-New York City
10789,Sullivan,Monticello Vg PD,2003,12.0,336.0,39.0,0.0,1.0,10.0,28.0,297.0,104.0,185.0,8.0,Non-New York City
10792,Sullivan,Sullivan County Sheriff,2003,12.0,639.0,42.0,0.0,3.0,4.0,35.0,597.0,134.0,429.0,34.0,Non-New York City
10793,Sullivan,Sullivan County State Police,2003,12.0,667.0,136.0,1.0,24.0,10.0,101.0,531.0,214.0,283.0,34.0,Non-New York City
10794,Sullivan,Woodridge Vg PD,2003,12.0,21.0,5.0,0.0,0.0,0.0,5.0,16.0,2.0,13.0,1.0,Non-New York City
10795,Tioga,County Total,2003,11.727994705493051,600.0,32.0,1.0,9.0,3.0,19.0,568.0,137.0,404.0,27.0,Non-New York City
10796,Tioga,Owego Vg PD,2003,12.0,44.0,9.0,0.0,2.0,1.0,6.0,35.0,4.0,29.0,2.0,Non-New York City
10798,Tioga,Tioga County Sheriff,2003,12.0,286.0,15.0,1.0,3.0,2.0,9.0,271.0,75.0,180.0,16.0,Non-New York City
10799,Tioga,Tioga County State Police,2003,12.0,126.0,5.0,0.0,3.0,0.0,2.0,121.0,41.0,75.0,5.0,Non-New York City
10800,Tioga,Waverly Vg PD,2003,12.0,144.0,3.0,0.0,1.0,0.0,2.0,141.0,17.0,120.0,4.0,Non-New York City
10801,Tompkins,Cayuga Heights Vg PD,2003,12.0,44.0,1.0,0.0,0.0,0.0,1.0,43.0,3.0,40.0,0.0,Non-New York City
10802,Tompkins,Cornell University Police,2003,12.0,481.0,13.0,0.0,0.0,2.0,11.0,468.0,67.0,400.0,1.0,Non-New York City
10803,Tompkins,County Total,2003,11.727994705493051,2294.0,128.0,2.0,15.0,36.0,75.0,2166.0,401.0,1730.0,35.0,Non-New York City
10804,Tompkins,Dryden Vg PD,2003,12.0,67.0,3.0,0.0,1.0,1.0,1.0,64.0,10.0,53.0,1.0,Non-New York City
10805,Tompkins,Freeville Vg PD,2003,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
10806,Tompkins,Groton Vg PD,2003,12.0,40.0,1.0,0.0,0.0,0.0,1.0,39.0,4.0,35.0,0.0,Non-New York City
10807,Tompkins,Ithaca City PD,2003,12.0,678.0,45.0,1.0,8.0,29.0,7.0,633.0,182.0,450.0,1.0,Non-New York City
10808,Tompkins,Ithaca College PD,2003,12.0,131.0,1.0,0.0,1.0,0.0,0.0,130.0,2.0,128.0,0.0,Non-New York City
10809,Tompkins,Tompkins County Park PD,2003,12.0,11.0,1.0,0.0,0.0,0.0,1.0,10.0,1.0,9.0,0.0,Non-New York City
10810,Tompkins,Tompkins County Sheriff,2003,12.0,528.0,15.0,1.0,3.0,4.0,7.0,513.0,102.0,390.0,21.0,Non-New York City
10811,Tompkins,Tompkins County State Police,2003,12.0,312.0,48.0,0.0,2.0,0.0,46.0,264.0,30.0,223.0,11.0,Non-New York City
10813,Ulster,Ashokan PCT (NYC-DEPP),2003,5.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,Non-New York City
10814,Ulster,County Total,2003,11.727994705493051,4026.0,582.0,4.0,36.0,107.0,435.0,3444.0,679.0,2552.0,213.0,Non-New York City
10815,Ulster,Ellenville Vg PD,2003,12.0,154.0,7.0,0.0,0.0,4.0,3.0,147.0,49.0,83.0,15.0,Non-New York City
10816,Ulster,Kingston City PD,2003,12.0,1242.0,118.0,1.0,7.0,62.0,48.0,1124.0,176.0,873.0,75.0,Non-New York City
10817,Ulster,Lloyd Town PD,2003,5.0,82.0,8.0,0.0,0.0,1.0,7.0,74.0,21.0,51.0,2.0,Non-New York City
10818,Ulster,Marlborough Town PD,2003,12.0,159.0,23.0,0.0,1.0,0.0,22.0,136.0,29.0,90.0,17.0,Non-New York City
10819,Ulster,New Paltz Town and Vg PD,2003,12.0,329.0,65.0,0.0,6.0,6.0,53.0,264.0,41.0,210.0,13.0,Non-New York City
10820,Ulster,Olive Town PD,2003,12.0,17.0,1.0,0.0,0.0,0.0,1.0,16.0,6.0,10.0,0.0,Non-New York City
10821,Ulster,Plattekill Town PD,2003,12.0,28.0,0.0,0.0,0.0,0.0,0.0,28.0,9.0,18.0,1.0,Non-New York City
10822,Ulster,Rosendale Town PD,2003,12.0,72.0,7.0,0.0,1.0,0.0,6.0,65.0,9.0,53.0,3.0,Non-New York City
10823,Ulster,Saugerties Town PD,2003,12.0,296.0,47.0,0.0,3.0,3.0,41.0,249.0,53.0,185.0,11.0,Non-New York City
10824,Ulster,Saugerties Vg PD,2003,12.0,79.0,31.0,0.0,1.0,18.0,12.0,48.0,10.0,37.0,1.0,Non-New York City
10825,Ulster,Shandaken Town PD,2003,12.0,67.0,6.0,0.0,0.0,1.0,5.0,61.0,19.0,39.0,3.0,Non-New York City
10826,Ulster,Shawangunk Town PD,2003,12.0,96.0,19.0,0.0,0.0,0.0,19.0,77.0,14.0,58.0,5.0,Non-New York City
10827,Ulster,SUNY College at New Paltz,2003,12.0,84.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,83.0,1.0,Non-New York City
10828,Ulster,Ulster County Park PD,2003,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
10830,Ulster,Ulster County Sheriff,2003,12.0,199.0,38.0,1.0,4.0,0.0,33.0,161.0,41.0,115.0,5.0,Non-New York City
10831,Ulster,Ulster County State Police,2003,12.0,730.0,196.0,1.0,12.0,7.0,176.0,534.0,158.0,340.0,36.0,Non-New York City
10832,Ulster,Ulster Town PD,2003,12.0,239.0,13.0,1.0,1.0,5.0,6.0,226.0,25.0,179.0,22.0,Non-New York City
10833,Ulster,Woodstock Town PD,2003,12.0,147.0,2.0,0.0,0.0,0.0,2.0,145.0,19.0,124.0,2.0,Non-New York City
10834,Warren,Bolton Town PD,2003,12.0,18.0,1.0,0.0,0.0,0.0,1.0,17.0,5.0,12.0,0.0,Non-New York City
10835,Warren,County Total,2003,11.727994705493051,1600.0,135.0,1.0,25.0,10.0,99.0,1465.0,248.0,1183.0,34.0,Non-New York City
10836,Warren,Glens Falls City PD,2003,12.0,400.0,35.0,0.0,1.0,6.0,28.0,365.0,59.0,297.0,9.0,Non-New York City
10837,Warren,Warren County Sheriff,2003,12.0,1029.0,73.0,0.0,10.0,3.0,60.0,956.0,172.0,761.0,23.0,Non-New York City
10838,Warren,Warren County State Police,2003,12.0,153.0,26.0,1.0,14.0,1.0,10.0,127.0,12.0,113.0,2.0,Non-New York City
10839,Washington,Cambridge Vg PD,2003,12.0,48.0,1.0,0.0,0.0,0.0,1.0,47.0,8.0,35.0,4.0,Non-New York City
10840,Washington,County Total,2003,11.727994705493051,1016.0,185.0,0.0,11.0,7.0,167.0,831.0,204.0,608.0,19.0,Non-New York City
10841,Washington,Fort Edward Vg PD,2003,10.0,97.0,13.0,0.0,2.0,1.0,10.0,84.0,8.0,74.0,2.0,Non-New York City
10842,Washington,Granville Vg PD,2003,12.0,84.0,0.0,0.0,0.0,0.0,0.0,84.0,16.0,68.0,0.0,Non-New York City
10843,Washington,Greenwich Vg PD,2003,12.0,71.0,21.0,0.0,0.0,0.0,21.0,50.0,5.0,44.0,1.0,Non-New York City
10844,Washington,Hudson Falls Vg PD,2003,12.0,168.0,14.0,0.0,6.0,0.0,8.0,154.0,38.0,111.0,5.0,Non-New York City
10846,Washington,Washington County Sheriff,2003,12.0,314.0,99.0,0.0,1.0,2.0,96.0,215.0,73.0,141.0,1.0,Non-New York City
10847,Washington,Washington County State Police,2003,12.0,161.0,19.0,0.0,2.0,1.0,16.0,142.0,50.0,89.0,3.0,Non-New York City
10848,Washington,Whitehall Vg PD,2003,12.0,73.0,18.0,0.0,0.0,3.0,15.0,55.0,6.0,46.0,3.0,Non-New York City
10849,Wayne,Clyde Vg PD,2003,12.0,63.0,5.0,0.0,1.0,2.0,2.0,58.0,7.0,50.0,1.0,Non-New York City
10850,Wayne,County Total,2003,11.727994705493051,2255.0,145.0,1.0,22.0,18.0,104.0,2110.0,472.0,1574.0,64.0,Non-New York City
10851,Wayne,Lyons Vg PD,2003,12.0,173.0,23.0,0.0,2.0,3.0,18.0,150.0,38.0,105.0,7.0,Non-New York City
10852,Wayne,Macedon Town and Vg PD,2003,12.0,139.0,7.0,0.0,2.0,0.0,5.0,132.0,29.0,97.0,6.0,Non-New York City
10853,Wayne,Newark Vg PD,2003,12.0,393.0,19.0,0.0,2.0,0.0,17.0,374.0,40.0,326.0,8.0,Non-New York City
10854,Wayne,Palmyra Vg PD,2003,12.0,91.0,1.0,0.0,0.0,0.0,1.0,90.0,16.0,74.0,0.0,Non-New York City
10855,Wayne,Sodus Point Vg PD,2003,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,Non-New York City
10856,Wayne,Sodus Vg PD,2003,12.0,68.0,3.0,0.0,0.0,1.0,2.0,65.0,7.0,58.0,0.0,Non-New York City
10858,Wayne,Wayne County (RR-CSX),2003,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
10859,Wayne,Wayne County Sheriff,2003,12.0,843.0,50.0,0.0,7.0,8.0,35.0,793.0,230.0,534.0,29.0,Non-New York City
10860,Wayne,Wayne County State Police,2003,12.0,481.0,37.0,1.0,8.0,4.0,24.0,444.0,104.0,327.0,13.0,Non-New York City
10862,Westchester,Ardsley Vg PD,2003,12.0,60.0,8.0,0.0,0.0,4.0,4.0,52.0,7.0,44.0,1.0,Non-New York City
10863,Westchester,Bedford Town PD,2003,12.0,196.0,22.0,0.0,0.0,2.0,20.0,174.0,26.0,131.0,17.0,Non-New York City
10864,Westchester,Briarcliff Manor Vg PD,2003,12.0,64.0,4.0,0.0,0.0,3.0,1.0,60.0,12.0,48.0,0.0,Non-New York City
10865,Westchester,Bronxville Vg PD,2003,12.0,77.0,4.0,0.0,0.0,3.0,1.0,73.0,9.0,57.0,7.0,Non-New York City
10866,Westchester,Buchanan Vg PD,2003,12.0,38.0,0.0,0.0,0.0,0.0,0.0,38.0,6.0,28.0,4.0,Non-New York City
10867,Westchester,County Total,2003,11.727994705493051,19498.0,2616.0,21.0,89.0,1145.0,1361.0,16882.0,2606.0,12438.0,1838.0,Non-New York City
10868,Westchester,Croton-Kensico PCT (NYC-DEPP),2003,6.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,9.0,1.0,Non-New York City
10869,Westchester,Croton-On-Hudson Vg PD,2003,12.0,132.0,5.0,0.0,0.0,1.0,4.0,127.0,15.0,108.0,4.0,Non-New York City
10870,Westchester,Dobbs Ferry Vg PD,2003,12.0,119.0,8.0,0.0,0.0,5.0,3.0,111.0,16.0,84.0,11.0,Non-New York City
10871,Westchester,Eastchester Town PD,2003,12.0,388.0,30.0,0.0,0.0,8.0,22.0,358.0,19.0,321.0,18.0,Non-New York City
10872,Westchester,Elmsford Vg PD,2003,11.0,87.0,7.0,0.0,0.0,1.0,6.0,80.0,9.0,59.0,12.0,Non-New York City
10873,Westchester,Greenburgh Town PD,2003,12.0,1060.0,51.0,0.0,0.0,28.0,23.0,1009.0,111.0,824.0,74.0,Non-New York City
10874,Westchester,Harrison Town PD,2003,12.0,354.0,10.0,0.0,3.0,0.0,7.0,344.0,38.0,299.0,7.0,Non-New York City
10875,Westchester,Hastings-on-Hudson Vg PD,2003,12.0,110.0,7.0,0.0,0.0,2.0,5.0,103.0,10.0,85.0,8.0,Non-New York City
10877,Westchester,Irvington Vg PD,2003,12.0,46.0,6.0,0.0,0.0,0.0,6.0,40.0,10.0,24.0,6.0,Non-New York City
10878,Westchester,Larchmont Vg PD,2003,12.0,90.0,4.0,0.0,0.0,1.0,3.0,86.0,15.0,68.0,3.0,Non-New York City
10879,Westchester,Lewisboro Town PD,2003,12.0,202.0,8.0,0.0,0.0,0.0,8.0,194.0,4.0,190.0,0.0,Non-New York City
10880,Westchester,Mamaroneck Town PD,2003,12.0,175.0,5.0,0.0,0.0,3.0,2.0,170.0,25.0,131.0,14.0,Non-New York City
10881,Westchester,Mamaroneck Vg PD,2003,12.0,290.0,28.0,0.0,0.0,14.0,14.0,262.0,35.0,208.0,19.0,Non-New York City
10882,Westchester,Mount Kisco Vg PD,2003,12.0,278.0,39.0,0.0,0.0,12.0,27.0,239.0,32.0,200.0,7.0,Non-New York City
10883,Westchester,Mount Pleasant Town PD,2003,12.0,273.0,28.0,1.0,1.0,6.0,20.0,245.0,32.0,198.0,15.0,Non-New York City
10884,Westchester,Mount Vernon City PD,2003,12.0,2043.0,403.0,2.0,13.0,193.0,195.0,1640.0,417.0,924.0,299.0,Non-New York City
10885,Westchester,New Castle Town PD,2003,12.0,149.0,11.0,0.0,0.0,3.0,8.0,138.0,15.0,117.0,6.0,Non-New York City
10886,Westchester,New Rochelle City PD,2003,12.0,1899.0,255.0,1.0,7.0,141.0,106.0,1644.0,241.0,1224.0,179.0,Non-New York City
10887,Westchester,North Castle Town PD,2003,12.0,151.0,7.0,0.0,2.0,1.0,4.0,144.0,26.0,110.0,8.0,Non-New York City
10888,Westchester,Ossining Town PD,2003,12.0,72.0,7.0,0.0,0.0,0.0,7.0,65.0,10.0,53.0,2.0,Non-New York City
10889,Westchester,Ossining Vg PD,2003,12.0,442.0,102.0,0.0,6.0,32.0,64.0,340.0,41.0,255.0,44.0,Non-New York City
10890,Westchester,Peekskill City PD,2003,12.0,342.0,69.0,1.0,1.0,28.0,39.0,273.0,49.0,200.0,24.0,Non-New York City
10891,Westchester,Pelham Manor Vg PD,2003,12.0,92.0,10.0,0.0,0.0,8.0,2.0,82.0,10.0,67.0,5.0,Non-New York City
10892,Westchester,Pelham Vg PD,2003,12.0,149.0,7.0,0.0,1.0,3.0,3.0,142.0,25.0,112.0,5.0,Non-New York City
10893,Westchester,Pleasantville Vg PD,2003,12.0,54.0,12.0,0.0,0.0,1.0,11.0,42.0,8.0,28.0,6.0,Non-New York City
10894,Westchester,Port Chester Vg PD,2003,12.0,873.0,91.0,0.0,4.0,48.0,39.0,782.0,109.0,617.0,56.0,Non-New York City
10895,Westchester,Pound Ridge Town PD,2003,12.0,55.0,3.0,0.0,0.0,0.0,3.0,52.0,7.0,44.0,1.0,Non-New York City
10896,Westchester,Rye Brook Vg PD,2003,12.0,101.0,2.0,1.0,0.0,0.0,1.0,99.0,9.0,86.0,4.0,Non-New York City
10897,Westchester,Rye City PD,2003,12.0,231.0,1.0,0.0,0.0,0.0,1.0,230.0,20.0,206.0,4.0,Non-New York City
10898,Westchester,Scarsdale Vg PD,2003,12.0,232.0,5.0,0.0,0.0,5.0,0.0,227.0,28.0,189.0,10.0,Non-New York City
10899,Westchester,Sleepy Hollow Vg PD,2003,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Non-New York City
10900,Westchester,SUNY College at Purchase,2003,12.0,136.0,1.0,0.0,1.0,0.0,0.0,135.0,16.0,119.0,0.0,Non-New York City
10901,Westchester,Tarrytown Vg PD,2003,12.0,161.0,22.0,0.0,0.0,5.0,17.0,139.0,30.0,99.0,10.0,Non-New York City
10902,Westchester,Tuckahoe Vg PD,2003,12.0,80.0,16.0,0.0,0.0,4.0,12.0,64.0,13.0,44.0,7.0,Non-New York City
10903,Westchester,Westchester Co Dept Pub Safety,2003,12.0,320.0,50.0,0.0,2.0,4.0,44.0,270.0,32.0,224.0,14.0,Non-New York City
10904,Westchester,Westchester County MTA,2003,12.0,112.0,25.0,0.0,1.0,10.0,14.0,87.0,2.0,81.0,4.0,Non-New York City
10905,Westchester,Westchester County Park PD,2003,12.0,27.0,1.0,0.0,0.0,0.0,1.0,26.0,0.0,26.0,0.0,Non-New York City
10906,Westchester,Westchester County (RR-CSX),2003,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
10907,Westchester,Westchester County State Police,2003,12.0,520.0,88.0,0.0,10.0,17.0,61.0,432.0,72.0,330.0,30.0,Non-New York City
10908,Westchester,White Plains City PD,2003,12.0,1901.0,225.0,2.0,11.0,82.0,130.0,1676.0,134.0,1459.0,83.0,Non-New York City
10909,Westchester,Yonkers City PD,2003,12.0,4668.0,879.0,13.0,25.0,454.0,387.0,3789.0,816.0,2185.0,788.0,Non-New York City
10910,Westchester,Yorktown Town PD,2003,12.0,637.0,50.0,0.0,1.0,13.0,36.0,587.0,45.0,522.0,20.0,Non-New York City
10911,Wyoming,Arcade Vg PD,2003,12.0,61.0,5.0,0.0,0.0,0.0,5.0,56.0,2.0,54.0,0.0,Non-New York City
10912,Wyoming,Attica Vg PD,2003,12.0,97.0,1.0,0.0,0.0,0.0,1.0,96.0,6.0,89.0,1.0,Non-New York City
10913,Wyoming,County Total,2003,11.727994705493051,1006.0,80.0,1.0,6.0,6.0,67.0,926.0,299.0,601.0,26.0,Non-New York City
10914,Wyoming,Perry Vg PD,2003,12.0,155.0,3.0,0.0,0.0,2.0,1.0,152.0,29.0,117.0,6.0,Non-New York City
10915,Wyoming,Warsaw Vg PD,2003,12.0,111.0,1.0,0.0,0.0,0.0,1.0,110.0,19.0,89.0,2.0,Non-New York City
10916,Wyoming,Wyoming County Park PD,2003,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
10917,Wyoming,Wyoming County Sheriff,2003,12.0,480.0,55.0,1.0,4.0,4.0,46.0,425.0,225.0,187.0,13.0,Non-New York City
10918,Wyoming,Wyoming County State Police,2003,12.0,99.0,15.0,0.0,2.0,0.0,13.0,84.0,18.0,62.0,4.0,Non-New York City
10919,Yates,County Total,2003,11.727994705493051,360.0,30.0,0.0,6.0,2.0,22.0,330.0,66.0,259.0,5.0,Non-New York City
10920,Yates,Penn Yan Vg PD,2003,12.0,135.0,7.0,0.0,2.0,1.0,4.0,128.0,13.0,115.0,0.0,Non-New York City
10922,Yates,Yates County Sheriff,2003,12.0,189.0,19.0,0.0,2.0,1.0,16.0,170.0,42.0,125.0,3.0,Non-New York City
10923,Yates,Yates County State Police,2003,12.0,36.0,4.0,0.0,2.0,0.0,2.0,32.0,11.0,19.0,2.0,Non-New York City
10924,Albany,Albany City PD,2002,12.0,6774.0,1403.0,8.0,64.0,481.0,850.0,5371.0,1397.0,3401.0,573.0,Non-New York City
10925,Albany,Albany County Park PD,2002,12.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,Non-New York City
10926,Albany,Albany County (RR-CSX),2002,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
10927,Albany,Albany County Sheriff,2002,12.0,124.0,20.0,1.0,0.0,0.0,19.0,104.0,36.0,67.0,1.0,Non-New York City
10928,Albany,Albany County State Police,2002,12.0,302.0,25.0,0.0,3.0,4.0,18.0,277.0,38.0,225.0,14.0,Non-New York City
10929,Albany,Altamont Vg PD,2002,12.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,1.0,Non-New York City
10930,Albany,Bethlehem Town PD,2002,12.0,625.0,28.0,0.0,2.0,8.0,18.0,597.0,108.0,471.0,18.0,Non-New York City
10931,Albany,Coeymans Town PD,2002,12.0,121.0,33.0,0.0,0.0,0.0,33.0,88.0,18.0,66.0,4.0,Non-New York City
10932,Albany,Cohoes City PD,2002,12.0,224.0,41.0,0.0,0.0,1.0,40.0,183.0,41.0,126.0,16.0,Non-New York City
10933,Albany,Colonie Town PD,2002,12.0,2795.0,77.0,0.0,8.0,32.0,37.0,2718.0,364.0,2265.0,89.0,Non-New York City
10934,Albany,County Total,2002,11.727994705493051,12784.0,1706.0,10.0,78.0,547.0,1071.0,11078.0,2180.0,8140.0,758.0,Non-New York City
10935,Albany,Green Island Vg PD,2002,12.0,60.0,3.0,0.0,0.0,0.0,3.0,57.0,9.0,45.0,3.0,Non-New York City
10936,Albany,Guilderland Town PD,2002,12.0,1039.0,26.0,0.0,0.0,9.0,17.0,1013.0,61.0,933.0,19.0,Non-New York City
10937,Albany,Menands Vg PD,2002,12.0,155.0,6.0,0.0,0.0,2.0,4.0,149.0,16.0,127.0,6.0,Non-New York City
10938,Albany,Ravena Vg PD,2002,12.0,22.0,5.0,0.0,0.0,0.0,5.0,17.0,3.0,14.0,0.0,Non-New York City
10939,Albany,SUNY - Albany,2002,12.0,288.0,10.0,0.0,0.0,4.0,6.0,278.0,31.0,247.0,0.0,Non-New York City
10940,Albany,Watervliet City PD,2002,12.0,239.0,29.0,1.0,1.0,6.0,21.0,210.0,54.0,142.0,14.0,Non-New York City
10941,Allegany,Alfred Vg PD,2002,12.0,89.0,2.0,0.0,0.0,0.0,2.0,87.0,19.0,68.0,0.0,Non-New York City
10942,Allegany,Allegany County Sheriff,2002,12.0,12.0,6.0,0.0,0.0,0.0,6.0,6.0,2.0,4.0,0.0,Non-New York City
10943,Allegany,Allegany County State Police,2002,12.0,313.0,48.0,0.0,11.0,1.0,36.0,265.0,123.0,140.0,2.0,Non-New York City
10944,Allegany,Angelica Vg PD,2002,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,Non-New York City
10945,Allegany,Belmont Vg PD,2002,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
10946,Allegany,Bolivar Vg PD,2002,12.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,13.0,0.0,Non-New York City
10947,Allegany,County Total,2002,11.727994705493051,862.0,116.0,0.0,13.0,1.0,102.0,746.0,199.0,544.0,3.0,Non-New York City
10948,Allegany,Cuba Town PD,2002,12.0,44.0,4.0,0.0,0.0,0.0,4.0,40.0,6.0,34.0,0.0,Non-New York City
10949,Allegany,Friendship Town PD,2002,12.0,51.0,15.0,0.0,1.0,0.0,14.0,36.0,8.0,28.0,0.0,Non-New York City
10950,Allegany,SUNY College At Alfred,2002,12.0,94.0,1.0,0.0,1.0,0.0,0.0,93.0,20.0,72.0,1.0,Non-New York City
10951,Allegany,Wellsville Vg PD,2002,12.0,242.0,40.0,0.0,0.0,0.0,40.0,202.0,19.0,183.0,0.0,Non-New York City
10952,Bronx,County Total,2002,11.727994705493051,44035.0,14112.0,172.0,443.0,5215.0,8282.0,29923.0,5057.0,19585.0,5281.0,New York City
10953,Broome,Binghamton City PD,2002,12.0,2366.0,205.0,6.0,21.0,80.0,98.0,2161.0,260.0,1856.0,45.0,Non-New York City
10954,Broome,Broome County Park PD,2002,12.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,Non-New York City
10955,Broome,Broome County Sheriff,2002,12.0,1048.0,70.0,2.0,8.0,8.0,52.0,978.0,159.0,768.0,51.0,Non-New York City
10956,Broome,Broome County State Police,2002,12.0,677.0,80.0,1.0,9.0,11.0,59.0,597.0,104.0,468.0,25.0,Non-New York City
10957,Broome,County Total,2002,11.727994705493051,6288.0,468.0,9.0,56.0,128.0,275.0,5820.0,767.0,4872.0,181.0,Non-New York City
10958,Broome,Deposit Vg PD,2002,12.0,7.0,4.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,Non-New York City
10959,Broome,Endicott Vg PD,2002,12.0,574.0,57.0,0.0,11.0,13.0,33.0,517.0,80.0,423.0,14.0,Non-New York City
10960,Broome,Johnson City Vg PD,2002,12.0,789.0,26.0,0.0,2.0,11.0,13.0,763.0,111.0,634.0,18.0,Non-New York City
10961,Broome,Port Dickinson Vg PD,2002,12.0,26.0,1.0,0.0,0.0,0.0,1.0,25.0,4.0,21.0,0.0,Non-New York City
10962,Broome,SUNY - Binghamton,2002,12.0,157.0,6.0,0.0,0.0,1.0,5.0,151.0,15.0,135.0,1.0,Non-New York City
10963,Broome,Vestal Town PD,2002,12.0,640.0,19.0,0.0,5.0,2.0,12.0,621.0,34.0,562.0,25.0,Non-New York City
10964,Cattaraugus,Allegany Vg PD,2002,12.0,241.0,1.0,0.0,0.0,0.0,1.0,240.0,3.0,236.0,1.0,Non-New York City
10965,Cattaraugus,Cattaraugus County Park PD,2002,12.0,23.0,1.0,0.0,0.0,0.0,1.0,22.0,4.0,18.0,0.0,Non-New York City
10966,Cattaraugus,Cattaraugus County Sheriff,2002,12.0,433.0,32.0,0.0,8.0,2.0,22.0,401.0,135.0,248.0,18.0,Non-New York City
10967,Cattaraugus,Cattaraugus County State Police,2002,12.0,356.0,42.0,0.0,3.0,4.0,35.0,314.0,86.0,217.0,11.0,Non-New York City
10968,Cattaraugus,Cattaraugus Vg PD,2002,12.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,Non-New York City
10969,Cattaraugus,County Total,2002,11.727994705493051,2102.0,215.0,1.0,24.0,17.0,173.0,1887.0,364.0,1472.0,51.0,Non-New York City
10970,Cattaraugus,Ellicottville Town PD,2002,12.0,107.0,8.0,0.0,0.0,0.0,8.0,99.0,3.0,93.0,3.0,Non-New York City
10972,Cattaraugus,Olean City PD,2002,12.0,528.0,22.0,1.0,9.0,1.0,11.0,506.0,68.0,431.0,7.0,Non-New York City
10973,Cattaraugus,Portville Vg PD,2002,12.0,19.0,11.0,0.0,0.0,0.0,11.0,8.0,2.0,5.0,1.0,Non-New York City
10974,Cattaraugus,Salamanca City PD,2002,12.0,390.0,98.0,0.0,4.0,10.0,84.0,292.0,62.0,220.0,10.0,Non-New York City
10975,Cayuga,Auburn City PD,2002,12.0,1147.0,70.0,1.0,14.0,14.0,41.0,1077.0,196.0,861.0,20.0,Non-New York City
10976,Cayuga,Cayuga County Park PD,2002,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,Non-New York City
10977,Cayuga,Cayuga County Sheriff,2002,12.0,303.0,25.0,0.0,4.0,3.0,18.0,278.0,73.0,201.0,4.0,Non-New York City
10978,Cayuga,Cayuga County State Police,2002,12.0,330.0,69.0,1.0,1.0,4.0,63.0,261.0,66.0,195.0,0.0,Non-New York City
10979,Cayuga,County Total,2002,11.727994705493051,1844.0,165.0,2.0,19.0,21.0,123.0,1679.0,342.0,1312.0,25.0,Non-New York City
10980,Cayuga,Moravia Vg PD,2002,12.0,5.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,Non-New York City
10981,Cayuga,Port Byron Vg PD,2002,12.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,13.0,0.0,Non-New York City
10982,Cayuga,Weedsport Vg PD,2002,12.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,27.0,0.0,Non-New York City
10983,Chautauqua,Carroll Town PD,2002,12.0,17.0,2.0,0.0,0.0,0.0,2.0,15.0,6.0,8.0,1.0,Non-New York City
